ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: woostify_product_video_metabox,Handle,Images,Attribute 1 value(s),Attribute 2 value(s),Attribute 3 value(s),Attribute 1 default,Attribute 2 default,Attribute 3 default,Attribute 1 visible,Attribute 2 visible,Attribute 3 visible,Attribute 1 global,Attribute 2 global,Attribute 3 global,Download 1 name,Download 1 URL,Attribute 1 name,Attribute 2 name,Attribute 3 name
200001,variation,0200001-100cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,499,,,,,,0100003-P,,,,,,1,,piper-sideboard-wood,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0004__-05_103e713d-d31d-49c1-97fb-71043af493a3.jpg?v=1696834634,100cm,,,,,,,,,,,,,,Size,,
200002,variation,0200002-120cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,559,,,,,,0100003-P,,,,,,1,,piper-sideboard-wood,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0003__3_14e95d36-55e7-4b18-98ac-449cd5412e74.jpg?v=1696834519,120cm,,,,,,,,,,,,,,Size,,
200003,variation,0200003-140cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,599,,,,,,0100003-P,,,,,,1,,piper-sideboard-wood,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0001__-18.jpg?v=1696834519,140cm,,,,,,,,,,,,,,Size,,
200004,variation,0200004-158cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,659,,,,,,0100003-P,,,,,,1,,piper-sideboard-wood,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0002__-16.jpg?v=1695712524,158cm,,,,,,,,,,,,,,Size,,
200005,variation,0200005-120cm-none-none,,,,,,,,,taxable,,,10,5,,,0,1,1,1,,,,599,,,,,,0100004-P,,,,,,1,,mila-sideboard-white,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0006__-02.jpg?v=1696834422,120cm,,,,,,,,,,,,,,Size,,
200006,variation,0200006-140cm-none-none,,,,,,,,,taxable,,,10,5,,,0,1,1,1,,,,659,,,,,,0100004-P,,,,,,1,,mila-sideboard-white,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0005__-05.jpg?v=1696834422,140cm,,,,,,,,,,,,,,Size,,
200007,variation,0200007-100cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,459,,,,,,0100005-P,,,,,,1,,camila-sideboard-black,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0014__-05.jpg?v=1695712021,100cm,,,,,,,,,,,,,,Size,,
200008,variation,0200008-120cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,499,,,,,,0100005-P,,,,,,1,,camila-sideboard-black,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0010__1.jpg?v=1695712021,120cm,,,,,,,,,,,,,,Size,,
200009,variation,0200009-140cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,559,,,,,,0100005-P,,,,,,1,,camila-sideboard-black,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0012__-24.jpg?v=1695712022,140cm,,,,,,,,,,,,,,Size,,
200010,variation,0200010-160cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,699,,,,,,0100005-P,,,,,,1,,camila-sideboard-black,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0013__-08.jpg?v=1695712022,160cm,,,,,,,,,,,,,,Size,,
200011,variation,0200011-Black-100cm-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,459,,,,,,0100006-P,,,,,,1,,samantha-sideboard-white,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0016__-03.jpg?v=1695711473,Black,100cm,,,,,,,,,,,,,Color,Size,
200012,variation,0200012-Black-120cm-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,499,,,,,,0100006-P,,,,,,1,,samantha-sideboard-white,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0015__-18.jpg?v=1695711473,Black,120cm,,,,,,,,,,,,,Color,Size,
200013,variation,0200013-Black-140cm-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,559,,,,,,0100006-P,,,,,,1,,samantha-sideboard-white,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0017__-09.jpg?v=1695711473,Black,140cm,,,,,,,,,,,,,Color,Size,
200014,variation,0200014-Golden-80cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,399,,,,,,0100006-P,,,,,,1,,samantha-sideboard-white,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0018__-08_b4a5a2e5-2062-450c-a697-e03bff0198b3.jpg?v=1695711473,Golden,80cm,,,,,,,,,,,,,Color,Size,
200015,variation,0200015-Golden-100cm-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,459,,,,,,0100006-P,,,,,,1,,samantha-sideboard-white,,Golden,100cm,,,,,,,,,,,,,Color,Size,
200016,variation,0200016-Golden-120cm-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,499,,,,,,0100006-P,,,,,,1,,samantha-sideboard-white,,Golden,120cm,,,,,,,,,,,,,Color,Size,
200017,variation,0200017-Golden-140cm-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,559,,,,,,0100006-P,,,,,,1,,samantha-sideboard-white,,Golden,140cm,,,,,,,,,,,,,Color,Size,
200018,variation,0200018-90cm-Grey-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,459,,,,,,0100007-P,,,,,,1,,chole-sideboard,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0021__-15.jpg?v=1695711046,90cm,Grey,,,,,,,,,,,,,Size,Color,
200019,variation,0200019-120cm-White-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,499,,,,,,0100007-P,,,,,,1,,chole-sideboard,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0023__-03_34e86cfd-164d-4230-8a4d-e902af4289af.jpg?v=1695711046,120cm,White,,,,,,,,,,,,,Size,Color,
200020,variation,0200020-120cm-Grey-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,499,,,,,,0100007-P,,,,,,1,,chole-sideboard,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0022__-12.jpg?v=1695711046,120cm,Grey,,,,,,,,,,,,,Size,Color,
200021,variation,0200021-140cm-White-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,539,,,,,,0100007-P,,,,,,1,,chole-sideboard,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0020__-05.jpg?v=1695711046,140cm,White,,,,,,,,,,,,,Size,Color,
200022,variation,0200022-140cm-Grey-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,539,,,,,,0100007-P,,,,,,1,,chole-sideboard,,140cm,Grey,,,,,,,,,,,,,Size,Color,
200023,variation,0200023-80cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,359,,,,,,0100008-P,,,,,,1,,mia-sideboard-white,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0029__-01.jpg?v=1695710663,80cm,,,,,,,,,,,,,,Size,,
200024,variation,0200024-100cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,419,,,,,,0100008-P,,,,,,1,,mia-sideboard-white,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0027__-03.jpg?v=1695710663,100cm,,,,,,,,,,,,,,Size,,
200025,variation,0200025-120cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,469,,,,,,0100008-P,,,,,,1,,mia-sideboard-white,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0028__-02.jpg?v=1695710663,120cm,,,,,,,,,,,,,,Size,,
200026,variation,0200026-140cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,519,,,,,,0100008-P,,,,,,1,,mia-sideboard-white,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0025__-05.jpg?v=1695710663,140cm,,,,,,,,,,,,,,Size,,
200027,variation,0200027-160cm-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,569,,,,,,0100008-P,,,,,,1,,mia-sideboard-white,,160cm,,,,,,,,,,,,,,Size,,
200028,variation,0200028-Others (Please Contact Us)-none-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,0,,,,,,0100013-P,,,,,,1,,jerome-two-seater-sofa-cotton-linen,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0004_1.jpg?v=1695211071,Others (Please Contact Us),,,,,,,,,,,,,,Color,,
200029,variation,0200029-135cm*200cm-Others (Please Contact Us)-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,699,,,,,,0100014-P,,,,,,1,,mamie-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0003__-02_de703452-5eb5-416e-80b2-3b245472b70c.jpg?v=1695010127,135cm*200cm,Others (Please Contact Us),,,,,,,,,,,,,Size,Color,
200030,variation,0200030-150cm*200cm-White-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,799,,,,,,0100014-P,,,,,,1,,mamie-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0000__-06_2.jpg?v=1695010127,150cm*200cm,White,,,,,,,,,,,,,Size,Color,
200031,variation,0200031-150cm*200cm-Others (Please Contact Us)-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,799,,,,,,0100014-P,,,,,,1,,mamie-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0001__-01.jpg?v=1695010127,150cm*200cm,Others (Please Contact Us),,,,,,,,,,,,,Size,Color,
200032,variation,0200032-180cm*200cm-White-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,899,,,,,,0100014-P,,,,,,1,,mamie-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0002__7.jpg?v=1695010127,180cm*200cm,White,,,,,,,,,,,,,Size,Color,
200033,variation,0200033-180cm*200cm-Others (Please Contact Us)-none,,,,,,,,,taxable,,,9,5,,,0,1,1,1,,,,899,,,,,,0100014-P,,,,,,1,,mamie-double-bed-velvet,,180cm*200cm,Others (Please Contact Us),,,,,,,,,,,,,Size,Color,
200034,variation,0200034-200cm*200cm-White-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,999,,,,,,0100014-P,,,,,,1,,mamie-double-bed-velvet,,200cm*200cm,White,,,,,,,,,,,,,Size,Color,
200035,variation,0200035-200cm*200cm-Others (Please Contact Us)-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,999,,,,,,0100014-P,,,,,,1,,mamie-double-bed-velvet,,200cm*200cm,Others (Please Contact Us),,,,,,,,,,,,,Size,Color,
200036,variation,0200036-200cm*220cm-White-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,1099,,,,,,0100014-P,,,,,,1,,mamie-double-bed-velvet,,200cm*220cm,White,,,,,,,,,,,,,Size,Color,
200037,variation,0200037-200cm*220cm-Others (Please Contact Us)-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100014-P,,,,,,1,,mamie-double-bed-velvet,,200cm*220cm,Others (Please Contact Us),,,,,,,,,,,,,Size,Color,
200038,variation,0200038-Green-192cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100016-P,,,,,,1,,laura-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0014__-08_562c6439-0370-4462-8d32-63d1e1c89ebd.jpg?v=1695009464,Green,192cm,,,,,,,,,,,,,Color,Size,
200039,variation,0200039-Grey-162cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100016-P,,,,,,1,,laura-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0010__6.jpg?v=1695009464,Grey,162cm,,,,,,,,,,,,,Color,Size,
200040,variation,0200040-Grey-192cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100016-P,,,,,,1,,laura-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0012__-03.jpg?v=1695009464,Grey,192cm,,,,,,,,,,,,,Color,Size,
200041,variation,0200041-180cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100017-P,,,,,,1,,judith-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0019__-04.jpg?v=1695009225,180cm,,,,,,,,,,,,,,Size,,
200042,variation,0200042-Green-180cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100018-P,,,,,,1,,jacqueline-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0023__-02.jpg?v=1695008807,Green,180cm,,,,,,,,,,,,,Color,Size,
200043,variation,0200043-Green-200cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100018-P,,,,,,1,,jacqueline-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0020__-06.jpg?v=1695008808,Green,200cm,,,,,,,,,,,,,Color,Size,
200044,variation,0200044-Blub-150cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100018-P,,,,,,1,,jacqueline-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0021__-04.jpg?v=1695008808,Blub,150cm,,,,,,,,,,,,,Color,Size,
200045,variation,0200045-Blub-180cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100018-P,,,,,,1,,jacqueline-double-bed-velvet,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0024__-08.jpg?v=1695008808,Blub,180cm,,,,,,,,,,,,,Color,Size,
200046,variation,0200046-Blub-200cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100018-P,,,,,,1,,jacqueline-double-bed-velvet,,Blub,200cm,,,,,,,,,,,,,Color,Size,
200047,variation,0200047-Pink-150cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100018-P,,,,,,1,,jacqueline-double-bed-velvet,,Pink,150cm,,,,,,,,,,,,,Color,Size,
200048,variation,0200048-Pink-180cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100018-P,,,,,,1,,jacqueline-double-bed-velvet,,Pink,180cm,,,,,,,,,,,,,Color,Size,
200049,variation,0200049-Pink-200cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100018-P,,,,,,1,,jacqueline-double-bed-velvet,,Pink,200cm,,,,,,,,,,,,,Color,Size,
200050,variation,0200050-Red-150cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100018-P,,,,,,1,,jacqueline-double-bed-velvet,,Red,150cm,,,,,,,,,,,,,Color,Size,
200051,variation,0200051-Red-180cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100018-P,,,,,,1,,jacqueline-double-bed-velvet,,Red,180cm,,,,,,,,,,,,,Color,Size,
200052,variation,0200052-Red-200cm-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100018-P,,,,,,1,,jacqueline-double-bed-velvet,,Red,200cm,,,,,,,,,,,,,Color,Size,
200053,variation,0200053-181cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100020-P,,,,,,1,,hilary-wood-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0033__-02.jpg?v=1695007576,181cm,,,,,,,,,,,,,,Size,,
200054,variation,0200054-182cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100021-P,,,,,,1,,heather-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0039__-01.jpg?v=1695007411,182cm,,,,,,,,,,,,,,Size,,
200055,variation,0200055-154cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100022-P,,,,,,1,,ginny-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/20230918111918.jpg?v=1695007234,154cm,,,,,,,,,,,,,,Size,,
200056,variation,0200056-184cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100022-P,,,,,,1,,ginny-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0040__-06.jpg?v=1695007234,184cm,,,,,,,,,,,,,,Size,,
200057,variation,0200057-122cm-B-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100023-P,,,,,,1,,etta-wood-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0048__-02.jpg?v=1695006832,122cm,B,,,,,,,,,,,,,Size,Color,
200058,variation,0200058-122cm-C-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100023-P,,,,,,1,,etta-wood-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0049__-07.jpg?v=1695006832,122cm,C,,,,,,,,,,,,,Size,Color,
200059,variation,0200059-152cm-A-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100023-P,,,,,,1,,etta-wood-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0045__-06.jpg?v=1695006833,152cm,A,,,,,,,,,,,,,Size,Color,
200060,variation,0200060-152cm-B-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100023-P,,,,,,1,,etta-wood-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0046__6_5.jpg?v=1695006833,152cm,B,,,,,,,,,,,,,Size,Color,
200061,variation,0200061-152cm-C-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100023-P,,,,,,1,,etta-wood-double-bed,,152cm,C,,,,,,,,,,,,,Size,Color,
200062,variation,0200062-182cm-A-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100023-P,,,,,,1,,etta-wood-double-bed,,182cm,A,,,,,,,,,,,,,Size,Color,
200063,variation,0200063-182cm-B-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100023-P,,,,,,1,,etta-wood-double-bed,,182cm,B,,,,,,,,,,,,,Size,Color,
200064,variation,0200064-182cm-C-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100023-P,,,,,,1,,etta-wood-double-bed,,182cm,C,,,,,,,,,,,,,Size,Color,
200065,variation,0200065-152cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100024-P,,,,,,1,,enid-double-bed-rattan,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0051__-05_b319663f-b188-44cd-84c3-24e0a6b8453f.jpg?v=1695006628,152cm,,,,,,,,,,,,,,Size,,
200066,variation,0200066-182cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100024-P,,,,,,1,,enid-double-bed-rattan,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0052__-04.jpg?v=1695006628,182cm,,,,,,,,,,,,,,Size,,
200067,variation,0200067-202cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100024-P,,,,,,1,,enid-double-bed-rattan,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0053__-03.jpg?v=1695006628,202cm,,,,,,,,,,,,,,Size,,
200068,variation,0200068-183cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100025-P,,,,,,1,,elsie-double-bed-wood,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0056__-26.jpg?v=1695006410,183cm,,,,,,,,,,,,,,Size,,
200069,variation,0200069-181cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100026-P,,,,,,1,,eleanor-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0064__-03.jpg?v=1695006203,181cm,,,,,,,,,,,,,,Size,,
200070,variation,0200070-201cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100026-P,,,,,,1,,eleanor-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0060__6_2.jpg?v=1695006203,201cm,,,,,,,,,,,,,,Size,,
200071,variation,0200071-123cm-B-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100027-P,,,,,,1,,elaine-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0069__-03.jpg?v=1695004918,123cm,B,,,,,,,,,,,,,Size,Style,
200072,variation,0200072-123cm-C-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100027-P,,,,,,1,,elaine-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_7a3fce02-1020-4144-83f7-afb417733593.jpg?v=1695004918,123cm,C,,,,,,,,,,,,,Size,Style,
200073,variation,0200073-153cm-A-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100027-P,,,,,,1,,elaine-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0066__-19.jpg?v=1695004919,153cm,A,,,,,,,,,,,,,Size,Style,
200074,variation,0200074-153cm-B-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100027-P,,,,,,1,,elaine-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0067__-18.jpg?v=1695004919,153cm,B,,,,,,,,,,,,,Size,Style,
200075,variation,0200075-153cm-C-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100027-P,,,,,,1,,elaine-double-bed,,153cm,C,,,,,,,,,,,,,Size,Style,
200076,variation,0200076-183cm-A-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100027-P,,,,,,1,,elaine-double-bed,,183cm,A,,,,,,,,,,,,,Size,Style,
200077,variation,0200077-183cm-B-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100027-P,,,,,,1,,elaine-double-bed,,183cm,B,,,,,,,,,,,,,Size,Style,
200078,variation,0200078-183cm-C-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100027-P,,,,,,1,,elaine-double-bed,,183cm,C,,,,,,,,,,,,,Size,Style,
200079,variation,0200079-203cm-A-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100027-P,,,,,,1,,elaine-double-bed,,203cm,A,,,,,,,,,,,,,Size,Style,
200080,variation,0200080-203cm-B-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100027-P,,,,,,1,,elaine-double-bed,,203cm,B,,,,,,,,,,,,,Size,Style,
200081,variation,0200081-203cm-C-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100027-P,,,,,,1,,elaine-double-bed,,203cm,C,,,,,,,,,,,,,Size,Style,
200082,variation,0200082-183cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100028-P,,,,,,1,,dorothy-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0071__-05.jpg?v=1695004662,183cm,,,,,,,,,,,,,,Size,,
200083,variation,0200083-181cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100029-P,,,,,,1,,donna-wood-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0076__-05.jpg?v=1695004323,181cm,,,,,,,,,,,,,,Size,,
200084,variation,0200084-201cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100029-P,,,,,,1,,donna-wood-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0077__-04.jpg?v=1695004323,201cm,,,,,,,,,,,,,,Size,,
200085,variation,0200085-153cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100030-P,,,,,,1,,dora-wood-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0084__-01.jpg?v=1695004107,153cm,,,,,,,,,,,,,,Size,,
200086,variation,0200086-183cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100030-P,,,,,,1,,dora-wood-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_4aa505f4-4a05-47ac-a946-439e3d910aab.jpg?v=1695004107,183cm,,,,,,,,,,,,,,Size,,
200087,variation,0200087-203cm-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,0,,,,,,0100030-P,,,,,,1,,dora-wood-double-bed,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0081__-05.jpg?v=1695004107,203cm,,,,,,,,,,,,,,Size,,
200088,variation,0200088-[Hot Combination] D + E-none-none,,,,,,,,,taxable,,,99,5,,,0,1,1,1,,,,1798,,,,,,0100032-P,,,,,,1,,phyllis-rattan-outdoor-sofa-set-two-seater-sofa-outdoor-furniture-grey,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0063__-03_720x_3eb8e17a-7f31-4022-96e9-8e035ac878ba.jpg?v=1694769764,[Hot Combination] D + E,,,,,,,,,,,,,,Size,,
200089,variation,0200089-A-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,459,,,,,,0100032-P,,,,,,1,,phyllis-rattan-outdoor-sofa-set-two-seater-sofa-outdoor-furniture-grey,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0064__-02_720x_6d849d4c-20db-4515-a482-e9a96e1c709c.jpg?v=1694769764,A,,,,,,,,,,,,,,Size,,
200090,variation,0200090-B-none-none,,,,,,,,,taxable,,,1,5,,,0,1,1,1,,,,1798,,,,,,0100032-P,,,,,,1,,phyllis-rattan-outdoor-sofa-set-two-seater-sofa-outdoor-furniture-grey,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_0065__-01_720x_8150e2aa-d358-44aa-89de-85b67e88fe5f.jpg?v=1694769764,B,,,,,,,,,,,,,,Size,,
200091,variation,0200091-C-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,999,,,,,,0100032-P,,,,,,1,,phyllis-rattan-outdoor-sofa-set-two-seater-sofa-outdoor-furniture-grey,https://cdn.shopify.com/s/files/1/0324/8268/9157/files/1_720x_fa204f68-34a3-4d15-aabe-aaefc8cbfc13.jpg?v=1694769764,C,,,,,,,,,,,,,,Size,,
200092,variation,0200092-D-none-none,,,,,,,,,taxable,,,1,5,,,0,1,1,1,,,,899,,,,,,0100032-P,,,,,,1,,phyllis-rattan-outdoor-sofa-set-two-seater-sofa-outdoor-furniture-grey,,D,,,,,,,,,,,,,,Size,,
200093,variation,0200093-E-none-none,,,,,,,,,taxable,,,0,5,,,0,1,1,1,,,,899,,,,,,0100032-P,,,,,,1,,phyllis-rattan-outdoor-sofa-set-two-seater-sofa-outdoor-furniture-grey,,E,,,,,,,,,,,,,,Size,,
